,date,developerResponse,review,rating,isEdited,userName,title
16,2018-04-05 06:08:42,"{'id': 4599311, 'body': 'You just made our day! Thank you so much for the wonderful review!! ❤️', 'modified': '2018-08-09T20:10:21Z'}","Seriously the easiest app to use ever. I'm BP1 and it's so freaking helpful if I actually use it. It's free and it works. 

I understand there are plenty of other options on the market for mood journals but this app's easy interface keeps me using it. I'm still learning new stuff daily with it but I love it. I've tried others, and keep a handwritten journal, & calendar app on my phone. This is little effort and works. The less effort the more likely I return. Just saying. We all lazy in some aspects. If I'm having a manic episode it walks me through prompts with simple questions. 

Customer service has been great too & genuinely like their jobs and want to help. 

Note: I'm not paid to write this review. I want people to try this. I love trying new things.",5,False,TheGirlCanCook,"Holy Awesome App, Batman"
17,2022-11-03 12:04:00,"{'id': 33462338, 'body': 'Great suggestion - thank you! This is on our list. Stay tuned.', 'modified': '2022-11-30T23:57:08Z'}","This app would be greatly improved if it included a tool about the menstrual cycle. It doesn’t have to be complicated, and could be designed to fit into the app similarly to the other tools. But considering how menstruation affects mood/productivity/nutrition needs, etc, one would think such an important category would be included in this app. And let us remind ourselves that menstruation effects MANY people, regardless of gender. Please include this category, your users will thank you for it.",3,False,sknappsknapp,Needs cycle category
18,2021-02-12 00:08:21,"{'id': 21119944, 'body': 'Thank you for the review and for recommending Moodfit to your clients! BTW, we have a program for therapists to make Moodfit available to their clients. Email us, hello@getmoodfit.com and we can send you details. Thank you again!', 'modified': '2021-02-17T18:19:59Z'}","I have been testing several free emotion trackers as a therapist to recommend to my clients and this one is my favorite. It’s not super fancy or cute like some of the others, but it is incredibly easy and straightforward, and has several helpful (and research based) tips and skills for different moods and such. It does a lot more than track mood, but food, exercise, gratitude, etc. The designers did a great job.",5,False,Hne913,Free Yet Complete
19,2021-03-12 15:28:10,"{'id': 22201040, 'body': 'Thank you for the review! So happy to hear that Moodfit helped you get back to the basics and to get moving and taking action. Gratefully yours!', 'modified': '2021-04-12T20:31:24Z'}",I was stuck in a lot of laziness and bad habits and didn’t know what steps to take to bring myself out of it. This app is helping me be mindful and take action in my life rather than letting it pass me by. I can’t wait until a year from now when I get to look at my progression and actually see the improvements I’ve made. Awesome app! Would recommend!,5,False,frederick II,Getting out of a slump
20,2020-05-28 23:13:15,"{'id': 15655158, 'body': 'Thank you for the great review! It makes our day when we here how Moodfit is helping users. Much gratitude to you! ❤️', 'modified': '2020-05-29T14:24:41Z'}","The app encompasses all the tasks/skills that my therapist has been encouraging me to do! The app has been exceptionally useful to help hold myself accountable to reach out to others and maintain a healthy lifestyle because, like the app says, it helps my mental heath too. The Moodfit team even sent me an article on advice for working night shift because I have been struggling with work/sleep/mood balance.",5,False,Tessoxo,Exceptional!
21,2020-07-31 23:29:23,"{'id': 17614905, 'body': 'Thank you for the review! With much gratitude!', 'modified': '2020-09-01T00:40:18Z'}","Thank you, 
I appreciate the notifications with encouragement. 
The situation has gone on so long that friends and family are over it. There’s very little reason to keep discussing a situation that we have no control of.  It’s important to think about my feelings and gratitude even if it’s with an app. I can tell that much thought went into the development.",5,False,lynndar,Thoughtful
22,2021-01-06 07:15:15,"{'id': 20562205, 'body': 'Thank you for the great review! So glad to hear that Moodfit has been helpful to you to get through the challenges of 2020.', 'modified': '2021-01-21T20:11:44Z'}","I have found Moodfit to be such a helpful app for me. 2020 has been a challenging year consisting of a lot of change that hasn’t been fully processed. This app has helped me slow down, put negative thoughts into perspective, and focus on gratitude and mindfulness, which is helping so much as I progress into this new year.",5,False,Mick1984.,Amazing app!
23,2020-11-21 00:31:37,"{'id': 20562370, 'body': ""Thank you for the 5 star review! We're so happy to hear that Moodfit is helpful. We're also excited for you on your journey ahead! Much gratitude!!"", 'modified': '2021-01-21T20:22:12Z'}","I have realized recently that I’ve been going through life on autopilot, having trouble with handling my emotions. Downloading this app has been so helpful to me! It’s helping me to take time for myself each day and think about how I feel and why I feel that way. I’m excited for the journey I have ahead of me.",5,False,magpie69x,Learning so much about myself
24,2019-02-11 05:11:43,"{'id': 7955661, 'body': ""Thank you for the great review! We're genuinely grateful. Please don't hesitate to contact us with feedback or suggestions anytime at hello@getmoodfit.com. We want to keep growing the app to meet your needs. Much ❤️ to you!"", 'modified': '2019-03-28T19:08:24Z'}","It’s got everything you could need, plus whatever you want to throw in! I’ve spent the past month trying different apps for different types of help ie awareness, meditation, journaling, cbt, etc, then BAM!!! Moodfit y’all!!! Seriously, I’ve got much gratitude and appreciation for this app and the folks behind it! Thank you so much, your work is invaluable to myself and others.",5,False,zensdaddy,Love it
25,2023-04-19 22:34:24,,So far so good!  Therapist recommended I use a mood tracker and this one is simple and fun and not annoying like other apps can be some times! As a marketer myself I’d personally change the color pallets/branding if it were my app but that’s just my preference.  The intentions of this app seem good!,5,False,M@ClubSoda,Seems to do what I need it to do.
26,2019-11-09 21:32:55,"{'id': 12259218, 'body': ""Thank you for the review. Awesome to hear that Moodfit has helped you slow down and be more mindful and that you're keeping a gratitude journal. Much gratitude to you!"", 'modified': '2019-12-06T23:46:09Z'}",Love the reminders during the day. It really seems to know when to remind me to slow down and be mindful. Keeping a gratitude journal is new to me but has been surprisingly helpful to keep me looking at the positive. Also want to try the breathing exercises next. Just love coming to the app daily has made me much more aware of how I feel.,5,False,jmur25,Grateful for Moodfit
27,2020-06-03 17:45:38,"{'id': 15655434, 'body': 'Thank you for the review. We’re glad we can be here to help. Don’t hesitate to contact us anytime with questions or feedback, hello@getmoodfit.com. With gratitude! ❤️ ', 'modified': '2020-05-29T14:42:21Z'}","I recently had a health issue and the Mood app. Is really helpful in getting me back on track.  I have enjoyed using it everyday & will continue for the next 3 months for sure!

I like this app a lot for keeping track of my daily goals.   I especially like the gratitude part of the app.",5,True,Bike Riding Lady,Mood App.
28,2021-02-18 15:15:35,"{'id': 22201150, 'body': ""Thank you so much for the review! We hope you've discovered the custom shortcuts that you can create to make identifying and entering journal entries easier. Gratefully yours!"", 'modified': '2021-04-12T20:40:32Z'}","I have tried multiple apps to help with my anxiety & depression- this one allows me to track everything in one place, making it very easy to describe my moods in words- helps me to refocus with positive prompts- which I can change the topics of easily. I am a pen & paper girl, but this app helps me consistently track the things I want to!!",5,False,tsnowdy625,Keeps me focused!
29,2021-03-25 15:55:21,"{'id': 22201029, 'body': 'Thank you for the review! Send us an email, hello@getmoodfit.com. And we can try to help you with a student discount.', 'modified': '2021-04-12T20:30:38Z'}","So I’m a broke college kid so I can’t pay, however with the tools of the reminders and even having the 6 daily activities have done WONDERS for my mood. Thanks developers for making free aspects still very very useful, it’s been hard trying to find something that’s free. I really am deeply grateful for this app :)",5,False,Legendary app!,Free version is still 5 star
30,2022-03-09 11:13:45,"{'id': 29338379, 'body': 'Thank you for the review. Best part of our day is when we hear how Moodfit has been helpful to users. So glad you love the ""savor element to the gratitude tool. Thank you!', 'modified': '2022-04-22T18:07:39Z'}",Was feeling depression come in (I’m on meds but sometimes there are breakthroughs). Read a recommendation of this app somewhere and downloaded and it righted the ship. Love the alerts throughout the day that get me to slow down and think differently and my favorite is the gratitude piece that flashes your answers.,5,False,FWoke,Love it
31,2021-03-05 16:16:50,"{'id': 22201078, 'body': 'Thank you for the review! With much gratitude!!!', 'modified': '2021-04-12T20:35:22Z'}",I am really liking this app.  I love that there are so many options for customization that make the  mindfulness activities personal for what I need.  I like that the sources are listed on the educational materials so I can read the actual research if I want. This is the most comprehensive app for mindfulness that I have found.,5,False,Anacronyzm,Love the customization
32,2019-09-27 16:07:59,"{'id': 11560467, 'body': ""So glad to hear you're finding Moodfit helpful! Don't hesitate to send us more feedback along the way, hello@getmoodfit.com. Much love your way!"", 'modified': '2019-10-30T17:17:09Z'}","I’ve tried many apps, and all have helped somewhat, but this app is amazing in getting me to return every day and reflect on past moods! Bonus- it’s free! Which is amazing because other apps usually have subscriptions nowadays. It makes it easier for people in a tight budget to get the help they need!",5,False,rockstarmonkey123456789,This app helps a lot
33,2023-04-09 14:45:13,"{'id': 35902302, 'body': ""Thank you for letting us know. We're sorry we disappointed you. Our server upgrades took more downtime than expected. We hope you'll come back and try us again sometime."", 'modified': '2023-04-12T01:31:57Z'}","I depend on this app quite a bit to track mood and focus on self-improvement. Lately, it’s been far too unstable and there have been several days where the app is completely inaccessible due to “connection issues”. This has also broken two streaks I had going which sounds silly, but is something I use for motivation. App is good when it works, but has become far too unreliable",2,False,CourtZierk,Too Buggy
34,2022-06-11 17:24:41,"{'id': 30485963, 'body': 'Thank you for your review. And for all the great work you do at Mayo. With gratitude!', 'modified': '2022-06-21T20:11:49Z'}","I’ve been away from MoodFit for a while. I work at Mayo in the Pain Management Program and while helping patients and a hectic schedule,  I don’t always document my own thoughts and feelings.
Thank you for this App! It’s right on with CBT, mindfulness, and keeping me aware of my own stuff. 
CEM",5,False,Kevcat97,Keeping Me Grounded
35,2021-06-02 22:44:59,"{'id': 23206726, 'body': 'Glad you found us and grateful for your review! ', 'modified': '2021-06-04T23:55:53Z'}",I haven’t been using this app for long but the statements that are sent really help ground me. I found it as I was researching on resilience for my project ideas. Team has agreed this is going to be one of the interventions to help!! Paying it forward helps with resilience too😊,5,False,future geriatric np,Works!
36,2021-06-15 19:06:09,"{'id': 23532994, 'body': 'Thank you for the review! We love hearing how Moodfit has been helpful to our users. With gratitude! ', 'modified': '2021-06-23T02:04:11Z'}","Love this app! I would HIGHLY recommend it for all ages. It definitely helps. Especially, people w/chronic anxiety & depression. My daughter has both plus PTSD and it helps her too. The free version is amazing as is, we are thinking of upgrading.",5,False,"Witchy,Mama",Highly recommend this app
37,2020-12-24 18:09:06,"{'id': 20562246, 'body': 'Thank you for the great review! Very happy to hear Moodfit has been helpful with your journey. If you ever run into any performance problems please send us an email, hello@getmoodfit.com. Gratefully yours!', 'modified': '2021-01-21T20:14:31Z'}",This app is helping me to pinpoint parts of my day where I’m having issues and also has great reminders and tips! And I like getting the emails too actually! It acted a little slow the other day but i also changed phones. It’s doing better now.,5,False,angiec187,Very helpful!
38,2022-04-28 16:22:13,"{'id': 30486035, 'body': ""Thank you for the review! You're so right - awareness + the regular use of best practices can really make a difference. With gratitude!"", 'modified': '2022-06-21T20:15:18Z'}","Just the simple act of logging how u feel can help. Logging what I am grateful for helps too. And finally deep breathing, it helps me right myself.  This app has become a big help and worth the time to do. It is effective.",5,False,artist/anne,When I go off the rails from anxiety…
39,2021-02-11 19:16:05,"{'id': 21119964, 'body': 'Thank you for the review! You just made our day hearing about how Moodfit has been helpful to you. With gratitude!', 'modified': '2021-02-17T18:20:58Z'}","This app has changed my life! It has so many features and keeps me constantly in check with my mental health. I’m more aware of my thoughts , feelings, and reality. Helps me stay grounded and has tons of in app features to get you through tough moments. 10/10 recommend!",5,False,Megan857472,Mood Fit
40,2020-05-24 19:45:51,"{'id': 15655302, 'body': 'Thank you for the review. You just said it perfectly - becoming more self aware and putting in the extra effort to turn around the bad days. With gratitude! ❤️ ', 'modified': '2020-05-29T14:32:55Z'}",Incredible app it really helps u become more self aware and has such useful tools to help you through stressful days. If you’re looking to improve wellbeing by becoming more accountable this is definitely a perfect app to use.,5,False,jenn7123,I use this app multiple times a day
41,2020-03-02 16:32:53,"{'id': 14195320, 'body': 'Thank you for the review! You have the essence of Moodfit exactly right - simple steps done regularly can result in change and a better mood. Grateful for you!', 'modified': '2020-03-23T17:58:34Z'}",I use this as a daily mental health “to do” list. I have struggled with mental health most of my adult life (44 now) and this app combines all the skills I have learned throughout my time in therapy and helps me integrate them into my day to day life. The tasks are simple but powerful. Best app for mental health I have come across so far!,5,False,bellydoodles,Seriously awesome!
42,2018-03-11 02:38:46,"{'id': 4599314, 'body': 'Just wanted to say ""thank you!"" for the wonderful review. If you ever have any feedback or questions just send us an email to hello@getmoodfit.com. We\'d love to hear from you! ❤️', 'modified': '2018-08-09T20:11:28Z'}","I use this app really to track my sleep, mood, and meditation. So far, it has worked great. The mindfulness records are amazing, no annoying meditation music, just a calming voice and silence. Very soothing especially as a last minute meditation exercise before sleep.",5,False,ChrisuponTyne,Great app for putting things in perspective
43,2022-09-21 05:51:05,"{'id': 32827153, 'body': ""Thank you for the review! We're always grateful to hear stories about how Moodfit has been helpful to our users. Thank you!"", 'modified': '2022-10-27T21:39:46Z'}","There is so much this app does for me on a daily basis. I track my moods, my sleep, my hydration, nutrition, exercise, vitamins and medications … I could go on. I’ve used it now for over a year, and it has changed my life. I highly recommend it!",5,False,slmjoy,I Love This App!
44,2021-04-28 04:09:14,"{'id': 23215267, 'body': 'Thank you for the review. You 100% get the Moodfit premise - the repetition of simple good practices can reduce stress and lead to change. Gratefully yours!', 'modified': '2021-06-06T03:55:10Z'}","I have struggled with bipolar, panic attacks and ocd for years. Moodfit helps me stay focused on easy to accomplish daily goals which helps me stay grounded and calm. This app helps me feel like I CAN control my emotions when I have a stressful night/day at work. I Love it!",5,False,Becher84,Great for nurses
45,2020-04-07 09:50:37,"{'id': 15655635, 'body': 'Thank you for the review. We’re in the quarantine in California with you! It is challenging for sure! We’re thankful Moodfit has been helpful to you. With gratitude! ❤️ ', 'modified': '2020-05-29T14:53:33Z'}",I’ve struggled with bipolar disorder which can cause me to go into deep depressive episodes especially when I am not able to socialize. This app has made the quarantine of the Covid-19 pandemic in central California tolerable and I’m hoping will be able to help me after the quarantine as well!!,5,False,JessHead2019,Really Helps
46,2020-05-26 12:38:30,"{'id': 15655219, 'body': 'Thank you for the review. If there’s anything we can do to help you get to a 5 star review please drop us an email, hello@moodfit.com. We love hearing about what we can do even better. With gratitude! ❤️ ', 'modified': '2020-05-29T14:28:15Z'}",Fairly intuitive and easy way to help motivate daily tracking.  Customizable elements can be compared to other tracked elements to help you consider lifestyle changes. Supported by published literature. Optional daily tips via app and email add to the MoodFit experience. Have already recommended to others.,4,False,Andii42,Easy to use with goal accountability
47,2020-07-01 15:55:49,"{'id': 16837366, 'body': ""Update: Since we've had things fixed and working well again we hope you'll give Moodfit a try. And we'd love if you'd edit your review as well. Any questions - email us at hello@getmoodfit.com. With gratitude!\xa0\n\nPrevious reply:\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!\n\n\nHi... We've had a major snafu with our internet service provider. :( We're in the process of restoring service. If you email us hello@getmoodfit.com we'll let you know when service is restored. We're so sorry for the inconvenience and are working around the clock to get things fixed!"", 'modified': '2020-07-23T18:46:02Z'}","I was excited to use this app as i taper down from antidepressants. I was able to use it for two days and now all i get is “No connection- we were unable to connect and get your data” every time i try to open the app. I’m very disappointed, and every time I click app support it just brings me to the apps reviews.",3,False,musicislife1892,Promising idea- but not reliable
48,2019-08-23 00:52:01,"{'id': 10846906, 'body': ""Thank you for the awesome review! ❤️ We have some additional features coming in the Weekly Summary which we think will make it even better. Don't hesitate to reach out to us with feedback or requests - hello@getmoodfit.com. 🤗"", 'modified': '2019-09-23T17:45:23Z'}","This is the most amazing App. I like it because it shows me how I feel. My favorite section is the weekly review because I can read what I did that week and think about it if my mood was the right action for the situation. Absolutely, love this App. It is great.",5,False,PrincesseQD,The Perfect App
49,2021-03-06 22:13:29,"{'id': 22201073, 'body': 'Thank you for the review. Remember that you can change your notifications/reminders anytime you want in the Reminders tool. We have themes like Calming, Distorted Thinking and Gratitude. Changing up these from time to time can help you get more out of them. Thank you again!', 'modified': '2021-04-12T20:34:57Z'}","I personally like this app, particularly the gratitude and mindfulness practices. They help me stay centered and content with where I’m at in life. The little messages throughout the day also make me feel better and surprisingly come up at the right time.",5,False,KittyKat2234,Works great
50,2019-12-03 05:11:41,"{'id': 12259212, 'body': ""Thank you for the review! We're so happy to hear that Moodfit was helpful. Much gratitude to you!"", 'modified': '2019-12-06T23:44:36Z'}","Noticed an improvement within a week. I recommended it to multiple people, it helped those that used it. 
Can’t say enough good things about it. 
I like that negative moods prompt CBT. 
Seriously, it dramatically changes your outlook on life",5,False,Chaula92,Changed my life
51,2020-05-25 17:36:25,"{'id': 15655268, 'body': 'Thank you for the review. So happy to hear how Moodfit has been helpful to you. Like with physical fitness, mood fitness takes ongoing effort. Stay with it and keep building up resiliency to deal with life’s ups and downs. 💪 With gratitude! ❤️ ', 'modified': '2020-05-29T14:31:01Z'}",I’ve literally seen the difference in my mood over the past week and seen the small changes in my attitude in hard situations because of the tools that are available to me. It was a great choice to get this app!,5,False,Irhis Gail,Amazing App
52,2021-03-04 17:38:26,"{'id': 22201084, 'body': 'Thank you for the review! The first step is acknowledging our emotions. Much gratitude for your review!', 'modified': '2021-04-12T20:36:14Z'}","Even without paying for premium, this app is really worth it. I have depression and I find that acknowledging my emotion, I’m feeling a lot better. I would definitely recommend this, and it’s really easy to use :)",5,False,Dubster05,Worth it!
53,2020-03-19 15:12:23,"{'id': 14195269, 'body': ""Thank you for the review Brandon! We have some additional features coming in the gratitude tool. Stay tuned! PS We're very grateful for you! ❤️"", 'modified': '2020-03-23T17:55:12Z'}",This is a great app to help improve your mental health. I have been using this app for a few days now and the quotes and taking time to write down what I’m grateful for have greatly improved my mental health. I am grateful for your app!,5,False,Brandon Conte,Awesome App
54,2019-08-18 23:09:42,"{'id': 10242903, 'body': 'Hi... Update on our response. Wanted to let you know that the latest release now lets you customize your own list of buttons (shortcuts) that you can click to add to the comments of any entry. Let us know if you find this helpful! (And if you do we\'d love to have you improve your rating from 3 to hopefully 5 stars. Thanks!\n//\nHi... We\'d like to help:\n- To edit past entries just go to the History screen which shows all your past entries. Then select the one you want to edit.\n- The next version will have customizable presets for your entries. :)\n- We\'d love to know more about what you mean by ""Navigation is hard."" Would love to have you drop us an email at hello@getmoodfit.com and we can better understand what we can do to help.\nThanks again!', 'modified': '2019-08-19T17:46:11Z'}","The only problem I have: Navigation is not as user friendly as I would like
The premise is wonderful, and I like the way it is set up. I am absolutely grateful for the gratitude section! Makes you think after the entry! 
I wish the entries had a way to add more personalized buttons to the ones already preset....
But overall, I do like the app.",3,False,Mkeekee,"Like, but don’t LOVE"
